"","node1","node2","score"
"2271","NUSAP1","STIL",0.487
"2272","NUSAP1","RAD54L",0.63
"2273","NUSAP1","RFC4",0.582
"2274","NUSAP1","PTTG1",0.906
"2275","NUSAP1","PRC1",0.936
"2276","NUSAP1","RANBP1",0.497
"2277","NUSAP1","TOP2A",0.999
"2278","NUSAP1","PBK",0.954
"2279","NUSAP1","TK1",0.747
"2280","NUSAP1","UHRF1",0.639
"2281","NUSAP1","UBE2T",0.65
"2282","ODC1","PAICS",0.406
"2283","ODC1","PPAT",0.465
"2284","ODC1","TYMS",0.468
"2285","ODC1","SHMT2",0.474
"2286","ODC1","PSAT1",0.515
"2287","PAICS","WDR12",0.465
"2288","PAICS","PPAT",0.999
"2289","PAICS","TYMS",0.591
"2290","PAICS","SHMT2",0.843
"2291","PAICS","TTF2",0.584
"2292","PAICS","PSAT1",0.646
"2293","PAICS","PUS1",0.433
"2294","PAICS","RFC4",0.554
"2295","PAICS","TOP2A",0.534
"2296","PBK","TRIP13",0.84
"2297","PBK","RAD51AP1",0.771
"2298","PBK","TROAP",0.546
"2299","PBK","PCLAF",0.862
"2300","PBK","TPX2",0.945
"2301","PBK","TYMS",0.885
"2302","PBK","TACC3",0.726
"2303","PBK","UBE2C",0.946
"2304","PBK","TTK",0.969
"2305","PBK","STIL",0.471
"2306","PBK","RAD54L",0.647
"2307","PBK","RFC4",0.711
"2308","PBK","PTTG1",0.861
"2309","PBK","PRC1",0.899
"2310","PBK","TOP2A",0.958
"2311","PBK","TK1",0.684
"2312","PBK","UHRF1",0.758
"2313","PBK","UBE2T",0.805
"2314","PCLAF","TRIP13",0.604
"2315","PCLAF","RAD51AP1",0.516
"2316","PCLAF","TROAP",0.499
"2317","PCLAF","TIMELESS",0.439
"2318","PCLAF","PRC1",0.58
"2319","PCLAF","RAD54L",0.595
"2320","PCLAF","TPX2",0.724
"2321","PCLAF","RFC4",0.752
"2322","PCLAF","UBE2T",0.785
"2323","PCLAF","TTK",0.81
"2324","PCLAF","TK1",0.82
"2325","PCLAF","UHRF1",0.854
"2326","PCLAF","TYMS",0.859
"2327","PCLAF","PTTG1",0.87
"2328","PCLAF","TOP2A",0.92
"2329","PCLAF","UBE2C",0.938
"2330","PHLDA1","PLEK2",0.667
"2331","PLAU","SERPINB5",0.447
"2332","PLAU","SRPX2",0.741
"2333","POLQ","RNASEH2A",0.433
"2334","POLQ","RAD51AP1",0.409
"2335","POLQ","TROAP",0.487
"2336","POLQ","TYMS",0.402
"2337","POLQ","TTK",0.432
"2338","POLQ","TIMELESS",0.457
"2339","POLQ","RFC4",0.457
"2340","POLQ","PRKDC",0.504
"2341","POLQ","RAD54L",0.504
"2342","POLQ","TOP2A",0.572
"2343","POLQ","STIL",0.784
"2344","POLR1C","WDR12",0.615
"2345","POLR1C","RRS1",0.859
"2346","POLR1C","PUS1",0.759
"2347","POLR1C","WDR4",0.413
"2348","POLR1C","RPS15",0.981
"2349","PPA1","TRAP1",0.415
"2350","PPA1","SHMT2",0.663
"2351","PPA1","UBE2C",0.422
"2352","PPA1","PRDX4",0.415
"2353","PPA1","TOP2A",0.573
"2354","PPAT","TTF2",0.441
"2355","PPAT","TOP2A",0.454
"2356","PPAT","TK1",0.508
"2357","PPAT","PSAT1",0.612
"2358","PPAT","TYMS",0.712
"2359","PPAT","SHMT2",0.863
"2360","PRC1","TRIP13",0.82
"2361","PRC1","RAD51AP1",0.646
"2362","PRC1","TROAP",0.557
"2363","PRC1","TPX2",0.999
"2364","PRC1","TYMS",0.603
"2365","PRC1","TACC3",0.737
"2366","PRC1","UBE2C",0.827
"2367","PRC1","TTK",0.87
"2368","PRC1","STIL",0.487
"2369","PRC1","RAD54L",0.401
"2370","PRC1","RFC4",0.468
"2371","PRC1","PTTG1",0.846
"2372","PRC1","UBE2T",0.474
"2373","PRC1","TK1",0.537
"2374","PRC1","UHRF1",0.687
"2375","PRC1","TOP2A",0.932
"2376","PRKDC","RFC4",0.441
"2377","PRKDC","RAD54L",0.546
"2378","PRKDC","RPS7",0.552
"2379","PRKDC","TOP2A",0.793
"2380","PSAT1","SLC7A5",0.542
"2381","PSAT1","SQLE",0.428
"2382","PSAT1","TYMS",0.543
"2383","PSAT1","SHMT2",0.916
"2384","PSAT1","TTF2",0.466
"2385","PSAT1","TRIB3",0.476
"2386","PTTG1","TRIP13",0.649
"2387","PTTG1","RNASEH2A",0.405
"2388","PTTG1","RAD51AP1",0.653
"2389","PTTG1","TROAP",0.637
"2390","PTTG1","SNRPF",0.416
"2391","PTTG1","TPX2",0.921
"2392","PTTG1","TYMS",0.703
"2393","PTTG1","TACC3",0.428
"2394","PTTG1","UBE2C",0.98
"2395","PTTG1","TTK",0.835
"2396","PTTG1","RAD54L",0.537
"2397","PTTG1","SRPK1",0.423
"2398","PTTG1","RFC4",0.628
"2399","PTTG1","UHRF1",0.629
"2400","PTTG1","TK1",0.788
"2401","PTTG1","UBE2T",0.854
"2402","PTTG1","TOP2A",0.942
"2403","PUS1","WDR12",0.792
"2404","PUS1","RRS1",0.613
"2405","PUS1","WDR4",0.91
"2406","PUS1","PUS7",0.92
"2407","PUS7","WDR12",0.534
"2408","PUS7","RRS1",0.416
"2409","PUS7","WDR4",0.771
"2410","PUS7","RPS15",0.413
"2411","RAD51AP1","TRIP13",0.633
"2412","RAD51AP1","TROAP",0.415
"2413","RAD51AP1","TK1",0.446
"2414","RAD51AP1","TYMS",0.513
"2415","RAD51AP1","STIL",0.522
"2416","RAD51AP1","UHRF1",0.612
"2417","RAD51AP1","UBE2T",0.636
"2418","RAD51AP1","TPX2",0.672
"2419","RAD51AP1","UBE2C",0.687
"2420","RAD51AP1","RFC4",0.797
"2421","RAD51AP1","RAD54L",0.798
"2422","RAD51AP1","TOP2A",0.822
"2423","RAD51AP1","TTK",0.838
"2424","RAD54L","TRIP13",0.654
"2425","RAD54L","RNASEH2A",0.467
"2426","RAD54L","TROAP",0.503
"2427","RAD54L","TPX2",0.633
"2428","RAD54L","TYMS",0.609
"2429","RAD54L","TACC3",0.447
"2430","RAD54L","UBE2C",0.569
"2431","RAD54L","TTF2",0.425
"2432","RAD54L","TTK",0.624
"2433","RAD54L","STIL",0.418
"2434","RAD54L","UHRF1",0.468
"2435","RAD54L","TIMELESS",0.52
"2436","RAD54L","RFC4",0.538
"2437","RAD54L","UBE2T",0.569
"2438","RAD54L","TK1",0.596
"2439","RAD54L","TOP2A",0.687
"2440","RANBP1","SNRPF",0.481
"2441","RANBP1","RPS7",0.434
"2442","RCC2","SLC7A5",0.412
"2443","RFC4","TRIP13",0.59
"2444","RFC4","RNASEH2A",0.728
"2445","RFC4","TPX2",0.513
"2446","RFC4","TYMS",0.857
"2447","RFC4","UBE2C",0.593
"2448","RFC4","TTK",0.571
"2449","RFC4","TK1",0.614
"2450","RFC4","TIMELESS",0.617
"2451","RFC4","TOP2A",0.829
"2452","RFC4","UBE2T",0.849
"2453","RNASEH2A","TRIP13",0.489
"2454","RNASEH2A","UBE2C",0.472
"2455","RNASEH2A","TK1",0.476
"2456","RNASEH2A","UBE2T",0.524
"2457","RNASEH2A","TIMELESS",0.559
"2458","RNASEH2A","TOP2A",0.753
"2459","RNASEH2A","TYMS",0.851
"2460","RNF43","TOMM34",0.605
"2461","RPL29","WDR12",0.761
"2462","RPL29","RPS21",0.999
"2463","RPL29","RPS15",0.999
"2464","RPL29","RPS7",0.999
"2465","RPP40","RPS7",0.812
"2466","RPS15","RRS1",0.414
"2467","RPS15","RPS21",0.999
"2468","RPS15","RPS7",0.999
"2469","RPS21","SNRPF",0.511
"2470","RPS21","RPS7",0.999
"2471","RPS7","WDR12",0.587
"2472","RRS1","WDR12",0.974
"2473","RRS1","WDR4",0.742
"2474","S100P","SNRPF",0.423
"2475","SALL4","TEAD4",0.4
"2476","SCD","SQLE",0.692
"2477","SERPINB5","TRIM29",0.604
"2478","SHMT2","TRAP1",0.579
"2479","SHMT2","SLC7A5",0.42
"2480","SHMT2","TYMS",0.997
"2481","SHMT2","TOP2A",0.401
"2482","SHMT2","TRIB3",0.534
"2483","SHMT2","TK1",0.75
"2484","SLC2A1","SLC7A5",0.719
"2485","SLC2A1","TYMS",0.453
"2486","SLC2A1","TK1",0.479
"2487","SLC6A14","SLC7A5",0.666
"2488","SLC7A5","SLCO4A1",0.42
"2489","SLC7A5","TRIM29",0.472
"2490","SLC7A5","TRIB3",0.744
"2491","SNRPB","SNRPF",0.999
"2492","SOX4","SOX9",0.552
"2493","SRPK1","TOP2A",0.507
"2494","STC1","STC2",0.552
"2495","STC2","UBE2C",0.446
"2496","STIL","TRIP13",0.512
"2497","STIL","TPX2",0.577
"2498","STIL","TTK",0.662
"2499","STIL","TOP2A",0.476
"2500","TACC3","TRIP13",0.595
"2501","TACC3","TROAP",0.701
"2502","TACC3","TPX2",0.786
"2503","TACC3","UHRF1",0.436
"2504","TACC3","TK1",0.457
"2505","TACC3","TOP2A",0.552
"2506","TACC3","UBE2C",0.685
"2507","TACC3","TTK",0.736
"2508","TFDP1","TYMS",0.546
"2509","TFDP1","TK1",0.572
"2510","TFDP1","TOP2A",0.624
"2511","TGFBI","TGIF2",0.89
"2512","TIMELESS","TYMS",0.45
"2513","TIMELESS","TOP2A",0.664
"2514","TK1","TRIP13",0.722
"2515","TK1","TROAP",0.432
"2516","TK1","TPX2",0.792
"2517","TK1","TYMS",0.991
"2518","TK1","UBE2C",0.873
"2519","TK1","TTK",0.563
"2520","TK1","TOP2A",0.806
"2521","TK1","UHRF1",0.655
"2522","TK1","UBE2T",0.705
"2523","TOP2A","TRIP13",0.823
"2524","TOP2A","TROAP",0.784
"2525","TOP2A","TPX2",0.942
"2526","TOP2A","TYMS",0.96
"2527","TOP2A","UBE2C",0.973
"2528","TOP2A","TTF2",0.494
"2529","TOP2A","TTK",0.958
"2530","TOP2A","UBE2T",0.672
"2531","TOP2A","UHRF1",0.855
"2532","TPX2","TRIP13",0.879
"2533","TPX2","TROAP",0.676
"2534","TPX2","TYMS",0.67
"2535","TPX2","UHRF1",0.699
"2536","TPX2","UBE2T",0.799
"2537","TPX2","TTK",0.935
"2538","TPX2","UBE2C",0.965
"2539","TRIM29","UBE2C",0.55
"2540","TRIP13","TROAP",0.539
"2541","TRIP13","UHRF1",0.54
"2542","TRIP13","TYMS",0.611
"2543","TRIP13","UBE2T",0.667
"2544","TRIP13","TTK",0.759
"2545","TRIP13","UBE2C",0.828
"2546","TROAP","UBE2T",0.411
"2547","TROAP","TTK",0.658
"2548","TROAP","UBE2C",0.778
"2549","TTK","TYMS",0.67
"2550","TTK","UBE2C",0.911
"2551","TTK","UHRF1",0.554
"2552","TTK","UBE2T",0.565
"2553","TYMS","UHRF1",0.578
"2554","TYMS","UBE2T",0.671
"2555","TYMS","UBE2C",0.858
"2556","UBE2C","UHRF1",0.681
"2557","UBE2C","UBE2T",0.794
"2558","UBE2T","UHRF1",0.709
"2559","WDR12","WDR4",0.626
